Categoría,Subcategoria,APLICA EN LAS METAS ACTUALES,Fecha,Manifiesto,Nombre de Residuo,Peso Disposición Final (kg) ,Canal o Mecanismo de recolección,Tipo de Gestión (proceso),certificado ,Gestor ,Centro de acopio,Razón social del generador,Nit,Responsable del envío,Correo ,Dirección,Departamento,Ciudad,Latitud,Longitud,utm_x,utm_y,utm_zona
1. Aparatos electrodomésticos,1.8 Equipos de acondicionamiento de aire,SI,2024-02-26,11602,APARATOS DE AIRE ACONDICIONADO,112.05,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA CHUCUA,830143447-3,Ana Maria Suarez,test@portal80.com.co,TV 72 D 43 A SUR 32,"BOGOTA, D. C.","BOGOTA, D. C.",4.601702,-74.146789,594640.49,508693.84,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-01-30,9866,TELÉFONOS CONVENCIONALES,20.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA ESMERALDA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 44 50 62,"BOGOTA, D. C.","BOGOTA, D. C.",4.643288,-74.0908,600845.57,513298.88,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-04-15,9516,"HERRAMIENTAS PARA ROCIAR, ESPARCIR, PROPAGAR O APLICAR OTROS TRATAMIENTOS CON SUSTANCIAS LÍQUIDAS O GASEOSAS POR OTROS MEDIOS",988.0,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA ESPAÑOLA,830143447-3,Ana Maria Suarez,test@portal80.com.co,DG 84 76 C 04,"BOGOTA, D. C.","BOGOTA, D. C.",4.706007,-74.093279,600561.64,520232.19,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-04,9095,MODEM,75.71,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA ESTANCIA,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 75 57 R SUR 8,"BOGOTA, D. C.","BOGOTA, D. C.",4.596072,-74.175323,591475.92,508067.73,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-02-10,10480,"HERRAMIENTAS PARA ROCIAR, ESPARCIR, PROPAGAR O APLICAR OTROS TRATAMIENTOS CON SUSTANCIAS LÍQUIDAS O GASEOSAS POR OTROS MEDIOS",988.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA EUROPA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AK 72 67 92,"BOGOTA, D. C.","BOGOTA, D. C.",4.682208,-74.09818,600021.43,517600.48,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-02-02,9546,"PERIFERICOS (MOUSE, TECLADO, AUDIFONOS, CAMARAS Y OTROS)",92.75,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA FELICIDAD,830143447-3,Ana Maria Suarez,test@portal80.com.co,KR 78 17 57,"BOGOTA, D. C.","BOGOTA, D. C.",4.654623,-74.130679,596420.43,514546.41,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-04-28,9170,DM - IMPRESORAS Y SCANNER,30.3,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA FLORIDA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 68 91 20,"BOGOTA, D. C.","BOGOTA, D. C.",4.693478,-74.113562,598313.69,518844.21,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-09-10,9457,TOSTADORA,2.9,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA FRAGUITA,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 1 SUR 9 86,"BOGOTA, D. C.","BOGOTA, D. C.",4.561967,-74.113083,598384.98,504305.68,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-12-05,9357,APARATOS DE ALUMBRADO,93.8,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA GIRALDA,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 22 H 104 B 61,"BOGOTA, D. C.","BOGOTA, D. C.",4.681288,-74.143169,595031.42,517492.52,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-08-05,11177,ups,25.8,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LAGOS DE SUBA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 102A 129D 13,"BOGOTA, D. C.","BOGOTA, D. C.",4.730959,-74.099312,599888.92,522989.79,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-05-07,10560,IMPRESORAS Y SCANNER,205.0,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA GRANJA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,CL 79 77 B 83,"BOGOTA, D. C.","BOGOTA, D. C.",4.698313,-74.095355,600332.48,519381.31,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-06-18,10977,PILAS,1.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LA MERCED NORTE,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 29A 71A 41,"BOGOTA, D. C.","BOGOTA, D. C.",4.665747,-74.07273,602846.75,515784.36,18N
3. Maquinaria y Equipo Eléctrico,3.3 Equipos de control y proteción,SI,2024-08-15,10084,SWITCH,49.7,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LAS CRUCES,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 10 2 48,"BOGOTA, D. C.","BOGOTA, D. C.",4.591479,-74.083225,601693.21,507572.41,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-11-03,11006,ORDENADORES PERSONALES O PORTATILES,28.81,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LIJACA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 8 C 186 72,"BOGOTA, D. C.","BOGOTA, D. C.",4.763668,-74.029926,607579.66,526616.25,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-11,10970,EQUIPOS DE COMPUTO DE MESA,92.42,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LORENCITA,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 68 53 58,"BOGOTA, D. C.","BOGOTA, D. C.",4.666698,-74.078367,602221.34,515888.68,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-03-16,11416,TELEVISORES,128.56,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LOS PINOS,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 72A 87 18,"BOGOTA, D. C.","BOGOTA, D. C.",4.697292,-74.10643,599104.22,519266.86,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-07-13,9403,PLANCHAS Y OTROS APARATOS UTILIZADOS PARA PLANCHAR Y PARA DAR OTRO TIPO DE CUIDADOR A LA ROPA,1.7,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 LOURDES,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 8 63 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.6487,-74.060862,604165.69,513901.53,18N
3. Maquinaria y Equipo Eléctrico,3.9 Otros aparatos y sistemas,SI,2024-06-03,10700,MAQUINA EXPENDEDORA AUTOMATICAS DE DINERO,600.28,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MARGARITAS,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 19 150 41,"BOGOTA, D. C.","BOGOTA, D. C.",4.732143,-74.044981,605914.74,523128.74,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-05,10447,TONNER Y CARTUCHOS EN DESUSO,4.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MARÍA AUXILIADORA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 166 8 F 93,"BOGOTA, D. C.","BOGOTA, D. C.",4.743891,-74.029285,607653.83,524429.93,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-12-30,9003,CD,19.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MARIA PAZ,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,DG 3 SUR 81 C 3,"BOGOTA, D. C.","BOGOTA, D. C.",4.627879,-74.163373,592797.42,511585.5,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-11-08,11972,DM - IMPRESORAS Y SCANNER,30.3,Centro de Acopio,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MARSELLA ANTIGUA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 6A 70 44,"BOGOTA, D. C.","BOGOTA, D. C.",4.630374,-74.13123,596362.6,511865.61,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-02-16,11155,EQUIPOS DE COMPUTO DE MESA,105.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MILAN,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,CL 78 SUR 1 B 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.546255,-74.105757,599199.86,502569.72,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-02-23,10383,HORNOS DE MICROONDAS/ APARATOS ELECTRODOMESTICOS,67.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MODELIA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 75 24 D 49,"BOGOTA, D. C.","BOGOTA, D. C.",4.66794,-74.117848,597841.85,516020.37,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-12-30,11954,TELEFONOS INALAMBRICOS,6.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MONJES,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 85K 46A 45,"BOGOTA, D. C.","BOGOTA, D. C.",4.571741,-74.171005,591958.03,505378.53,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-14,9626,ORDENADORES PERSONALES O PORTATILES,0.2,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MORATO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AK 70 98 16,"BOGOTA, D. C.","BOGOTA, D. C.",4.692708,-74.077144,602353.22,518764.3,18N
3. Maquinaria y Equipo Eléctrico,3.3 Equipos de control y proteción,SI,2024-04-27,10058,SWITCH,20.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MORTIÑO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 73A 111C 1,"BOGOTA, D. C.","BOGOTA, D. C.",4.713867,-74.12561,596974.54,521096.54,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-04-19,11165,"OTROS PRODUCTOS Y APARATOS PARA LA RECOGIDA, ALMACENAMIENTO, PROCESAMIENTO, PRESENTACIÓN O COMUNICACIÓN DE LA INFORMACIÓN DE MANERA ELECTRÓNICA",2.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MULTICENTRO,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 119 12 36,"BOGOTA, D. C.","BOGOTA, D. C.",4.698747,-74.039545,606522.76,519437.54,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-05-21,9876,BATERIAS DE LITIO,1013.86,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 MULTIDRIVE,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,KR 59 152 B 79,"BOGOTA, D. C.","BOGOTA, D. C.",4.741095,-74.063873,603818.03,524115.55,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-05-12,9836,DM - IMPRESORAS Y SCANNER,30.3,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NARANJOS,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,AK 91 129f 20,"BOGOTA, D. C.","BOGOTA, D. C.",4.725741,-74.088761,601059.91,522414.46,18N
2. Electrónica y Equipos de Telecomunicación,2.6 Equipos de electrónica de potencia,SI,2024-09-30,11251,BALASTOS,475.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NARIÑO SUR,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 7 10 SUR 29,"BOGOTA, D. C.","BOGOTA, D. C.",4.579436,-74.086446,601337.59,506240.59,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-04-20,11279,COMPUTADORES TODO EN UNO,226.42,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NIZA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,AC 127 70D 27,"BOGOTA, D. C.","BOGOTA, D. C.",4.710564,-74.07392,602708.2,520738.79,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-08-09,9917,APARATOS ELECTRODOMESTICOS/HORNOS ELECTRICOS,45.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NORMANDÍA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 53 70 91,"BOGOTA, D. C.","BOGOTA, D. C.",4.669115,-74.104821,599286.66,516152.09,18N
1. Aparatos electrodomésticos,1.2 Enseres de audio y video,SI,2024-09-22,10999,TELEVISORES,15.0,Centro de Acopio,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NOTARIA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,AC 53 73A 81,"BOGOTA, D. C.","BOGOTA, D. C.",4.674451,-74.10896,598826.81,516741.41,18N
3. Maquinaria y Equipo Eléctrico,3.11 Pilas y acumuladores,SI,2024-02-13,10689,PILAS,7.14,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NOTARÍA,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 30 64 A 49,"BOGOTA, D. C.","BOGOTA, D. C.",4.660355,-74.077782,602287.14,515187.53,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-04-29,9832,OTROS APARATOS DE LIMPIEZA QUE NO SEAN ASPIRADORAS O LIMPIA MOQUETAS,2.56,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NUEVA MARSELLA,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 2 69F 6,"BOGOTA, D. C.","BOGOTA, D. C.",4.623067,-74.13115,596372.47,511057.83,18N
2. Electrónica y Equipos de Telecomunicación,2.5 Electrónica de consumo,SI,2024-05-30,10549,AMPLIFICADOR DE SONIDO,20.85,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 NUEVA ZELANDA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,CL 182 45 24,"BOGOTA, D. C.","BOGOTA, D. C.",4.7601,-74.047305,605652.73,526219.11,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-01-28,9584,CD,19.0,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 ORQUIDEAS 2,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 161 16 D 35,"BOGOTA, D. C.","BOGOTA, D. C.",4.740169,-74.040943,606361.38,524016.65,18N
3. Maquinaria y Equipo Eléctrico,3.9 Otros aparatos y sistemas,SI,2024-07-03,10686,MAQUINA EXPENDEDORA AUTOMATICAS DE DINERO,670.0,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PALERMO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 45 20 34,"BOGOTA, D. C.","BOGOTA, D. C.",4.633599,-74.073029,602818.24,512230.3,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-01-27,9877,APARATOS ELECTRODOMESTICOS/HORNOS DE MICROONDAS,21.7,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PALOQUEMAO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,CL 22 25 14,"BOGOTA, D. C.","BOGOTA, D. C.",4.617803,-74.083595,601648.43,510482.51,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-03-31,11033,ORDENADORES PERSONALES O PORTATILES,11.0,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PARDO RUBIO,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 7 50 20,"BOGOTA, D. C.","BOGOTA, D. C.",4.636845,-74.063421,603883.57,512590.56,18N
2. Electrónica y Equipos de Telecomunicación,2.8 Equipos de telecomunicaciones,SI,2024-03-27,11738,ROUTER,4.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PASADENA AUTONORTE,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 45 103B 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.691292,-74.056925,604596.1,518610.75,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-09-09,11588,TONER DE IMPRESORA SUELTOS,3.7,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PATIO BONITO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,KR 86 40 B SUR 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.631803,-74.166505,592449.49,512018.89,18N
3. Maquinaria y Equipo Eléctrico,3.12 Refrigeración y equipos de acondicionamiento de aire industriales,SI,2024-07-08,9833,MÁQUINAS DISPENSADORAS DE BEBIDAS CALIENTES,14.2,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PEPE SIERRA,830142201-4,LUZ DARY LEGUIZAMON,test@mts.com.co,KR 18 114A 50,"BOGOTA, D. C.","BOGOTA, D. C.",4.69765,-74.047548,605635.24,519315.05,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-08-11,11188,BOMBILLOS COMPACTOS - SIGNIFY,1.4,Gestionado por Reconecta,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PERDOMO,900836968-7,LEONARDO BENAVIDES,test@signify.com,CL 64 SUR 71 F 77,"BOGOTA, D. C.","BOGOTA, D. C.",4.586768,-74.166382,592468.96,507040.34,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-10-01,9428,ASPIRADORAS,567.1,Gestionado por Reconecta,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PIO XII,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,TV 78C 6 39,"BOGOTA, D. C.","BOGOTA, D. C.",4.632677,-74.148657,594429.18,512117.86,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-07-24,11212,HORNOS DE MICROONDAS/ APARATOS ELECTRODOMESTICOS,67.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 POLITECNICO,830143447-3,Ana Maria Suarez,test@portal80.com.co,CL 73 10 66,"BOGOTA, D. C.","BOGOTA, D. C.",4.658113,-74.057558,604530.81,514942.64,18N
1. Aparatos electrodomésticos,1.8 Equipos de acondicionamiento de aire,SI,2024-03-28,9041,APARATOS DE AIRE ACONDICIONADO,18.4,Gestionado por Reconecta,Aprovechamiento,REP - 30 - 9339,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 POLO SUR,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,AC 80 24 37/45,"BOGOTA, D. C.","BOGOTA, D. C.",4.6691,-74.063759,603841.35,516156.36,18N
1. Aparatos electrodomésticos,1.1 Cocinas y hornos,SI,2024-09-26,9558,HORNOS DE MICROONDAS,31.48,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PONTEVEDRA,800149695-1,JENNY PRIETO,gestionambiental@cruzverde.com.co,AK 72 99 64,"BOGOTA, D. C.","BOGOTA, D. C.",4.700305,-74.081373,601883.04,519603.55,18N
1. Aparatos electrodomésticos,1.5 Enseres menores de cocina,SI,2024-08-05,10506,OTROS GRANDES APARATOS UTILIZADOS PARA COCINAR Y EN OTROS PROCESOS DE TRANSFORMACION DE LOS ALIMENTOS,827.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PORCIUNCULA,860007386,ANA LUCIA GOMEZ,enlacesambientales@gmail.com,KR 15 72 33,"BOGOTA, D. C.","BOGOTA, D. C.",4.659585,-74.061441,604099.87,515104.8,18N
2. Electrónica y Equipos de Telecomunicación,2.4 Computadores y equipos para tratamiento de datos,SI,2024-10-18,11215,SERVIDORES,27.31,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PRADERA NORTE,860518583-7,MARIA PAULA,ambiental@ccmetropolis.com.co,KR 8 G 162 40,"BOGOTA, D. C.","BOGOTA, D. C.",4.739434,-74.030171,607556.25,523937.06,18N
3. Maquinaria y Equipo Eléctrico,3.4 Equipos de iluminación,SI,2024-08-02,9352,APARATOS DE ALUMBRADO,180.28,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PRADO JARDIN,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,KR 51 131 51,"BOGOTA, D. C.","BOGOTA, D. C.",4.718272,-74.05732,604548.26,521593.39,18N
1. Aparatos electrodomésticos,1.4 Enseres menores de calentamiento,SI,2024-07-03,9500,APARATOS ELECTRODOMESTICOS/HORNOS DE MICROONDAS,21.7,Centro de Acopio,Aprovechamiento,REP - 15 - 9316,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PRADO PINZÓN,860010451-1,DANIELA PEÑA,ambiental@casalimpia.com.co,CL 138 45 80,"BOGOTA, D. C.","BOGOTA, D. C.",4.723837,-74.052218,605113.31,522209.39,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-11-06,10964,TONER DE IMPRESORA SUELTO,6.0,Gestionado por Reconecta,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PRADO VERANIEGO,800087297-6,LUZ STELLA CELIS,co.recepcionfacturase@la.spectrumbrands.com,CL 129 53 26,"BOGOTA, D. C.","BOGOTA, D. C.",4.716361,-74.05953,604303.42,521381.8,18N
2. Electrónica y Equipos de Telecomunicación,"2.10 Periféricos, partes y tarjetas para computadores e impresoras",SI,2024-07-28,11525,"PERIFERICOS (MOUSE, TECLADO, AUDIFONOS, CAMARAS Y OTROS)",2.0,Centro de Acopio,Aprovechamiento,REP - 29 - 9315,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PRIMAVERA,900836968-7,LEONARDO BENAVIDES,test@signify.com,AK 50 5C 76,"BOGOTA, D. C.","BOGOTA, D. C.",4.622653,-74.11002,598716.44,511014.96,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-12-30,9672,"RELOJES Y APARATOS DESTINADOS A MEDIR, INDICAR O REGISTRAR EL TIEMPO",0.5,Gestionado por Reconecta,Aprovechamiento,REP-86-9030,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 Puente Aranda,900836968-7,LEONARDO BENAVIDES,test@signify.com,KR 55 14 31,"BOGOTA, D. C.","BOGOTA, D. C.",4.630702,-74.109066,598821.15,511904.91,18N
1. Aparatos electrodomésticos,1.6 Enseres menores del hogar,SI,2024-07-02,10024,VENTILADORES ELECTRICOS,20.0,Centro de Acopio,Aprovechamiento,REP - 14 - 9308,Eco Industria SAS,Parque Industrial San Jorge,TIENDA D1 PUENTE LARGO,830143447-3,Ana Maria Suarez,test@portal80.com.co,TV 59 A 114 36,"BOGOTA, D. C.","BOGOTA, D. C.",4.696686,-74.06855,603305.87,519205.34,18N
